会社名,代表者,HP,電話番号,住所,会社メール,その他連絡方法,営業担当名,初回コンタクト日,属性,確度,状況,備考,掲載サイト,2回目以降最新コンタクト日
株式会社リバランス,,https://re-balance.co.jp/,03-6260-9347,〒162-0833　東京都新宿区箪笥町13　グローバル新神楽坂12F,,https://www.re-balance.co.jp/contact/,経岩宗高,,プロダクト,E：未接触,未契約,"健康診断の判定サービス、睡眠障害調査、過重労働者調査など、医師監修プログラムによるリスク判定サービスと、産業医契約、保健師による遠隔面談サービス等を提供

Web
週間アスキー
https://weekly.ascii.jp/elem/000/004/042/4042732/

CNET
https://japan.cnet.com/article/35165919/

TOMORUBA
https://tomoruba.eiicon.net/articles/2721

ダイヤモンドオンライン
https://diamond.jp/articles/-/266485

マネー現代
https://gendai.ismedia.jp/articles/-/79694
https://gendai.ismedia.jp/articles/-/82701
https://gendai.ismedia.jp/articles/-/82702
https://gendai.ismedia.jp/articles/-/83582

Tarzan
https://tarzanweb.jp/post-194646

雑誌
Fight&Life vol.83
月間コロンブス 6月号

著書
「闘うドクター池井の3週間ダイエット 食べて、鍛えて、やせる簡単メソッド」
「リバウンド知らずの体に生まれ変わる 食べ放題ダイエット Kindle版」",,
株式会社ディテイルクラウドクリエイティブ,,https://detail-cc.com/,03-6454-4082,〒115-0045　東京都北区赤羽1－30－1 高栄ビル4F,info@detail-cc.com,https://detail-cc.com/contact/,経岩宗高,,プロダクト,E：未接触,未契約,"主に月額35,000円の日本初の総合SEOツール「SEO極」の販売とSEOコンサル等を生業としております。
その他無料SEOセミナーを毎月開催しており、スケジュールは弊社WEBサイトからご確認ください。
SEOツールは有料活用ユーザー5,000社様を超え、セミナーは参加者様50,000名様を超えたところです。
よろしくお願いします。",,
株式会社ダトラ,,https://www.datora.jp/,,〒102-0083　東京都千代田区麹町5-3-23 日テレ四谷ビル1F,,https://www.datora.jp/contact/,経岩宗高,,プロダクト,E：未接触,未契約,デジタルアドを中心とした広告代理事業、自社サービスの開発運営、Webマーケティングを軸にしたコンサルティングから事業を展開,,
株式会社moovy,,https://moovy.jp/,,,,,経岩宗高,,プロダクト,E：未接触,未契約,"■サービス概要＿＿＿＿＿＿＿＿＿＿＿＿＿＿

moovyは30秒の採用動画メディア（動画配信プラットフォーム）になります。
掲載する求人企業様としては、テキストだけでは表現しきれなかった自社の魅力を求職者に伝える「採用PR／採用ブランディング」ツールとして活用することが可能なサービスです。求職者としては、文章だけで構成される求人情報では伝わりにくい「企業内の個人や組織の特徴」を感じ取ることができるメディアです。
一言でいうと「TikTokの人材版」のようなメディアです。【https://moovy.jp/】

■moovyに掲載いただくメリット＿＿＿＿＿＿

・会社のカルチャーや人柄の理解が高まり応募者の質向上が期待できる
・動画をSNSで拡散することで新たな採用候補者に訴求することが出来る
・スマホでの動画視聴が頻繁な20~30代の採用候補者に動機づけが可能
・採用ホームページやエンジニアブログなどに、簡単に採用動画を転載できる
・メッセージやスカウト機能の活用により、双方向でコミュニケーションが可能
・AIを活用した音声認識機能によって、採用動画の自動文字起こしができる

■こういう企業様におすすめ＿＿＿＿＿＿＿＿＿

・採用広報や採用ブランディングに興味がある
・採用ブランディングを強化すべくSNSを使って、採用PRしていきたい
・オンライン採用で非対面選考が増える中、ミスマッチが無いよう情報発信したい
・数十万〜数百万円かかる採用動画をより安く・簡単に制作したい
・求人広告や人材紹介の費用を抑えつつも優秀な人材との接点を持ちたい
・優秀な人材を動機づけするために採用競合と差別化を図りたい


＊2021年1月、日本トレンドリサーチがおこなった採用動画メディアについての調査において、株式会社moovyが、 『採用動画メディア ユーザー満足度』 で第1位を獲得しました。",,
株式会社コーナー,,https://www.corner-inc.co.jp/,,〒150-0002 東京都渋谷区渋谷1-1-3　第35荒井ビル 8・9F,,https://www.corner-inc.co.jp/contact.html,経岩宗高,,プロダクト,E：未接触,未契約,"""手を動かす人事コンサル
コンサルを雇うよりも安く、派遣社員を
雇うより専門的で、 正社員を雇うよりも
ノーリスクで、貴社の悩みや課題を解決できます
マッチング支援、人事採用のプロフェッショナル業務委託""",,
株式会社バディトレ,,https://www.yao-mono.jp/s_pr/?pkId=100077,072-922-6094,〒581-0076　大阪府八尾市北亀井町2-2-8,,,経岩宗高,,プロダクト,E：未接触,未契約,"弊社は代表である私が東京大学で筋生理学を修め、わずか3.7%/年と言われる習慣継続率を80%超まで高めた認知行動科学に基づいた
フィットネスサービスです。

＜toC事業＞
Minimal and Effective!!
もう「時間がない」で諦めないためのチーム式パーソナルフィットネス

我々は渋谷・恵比寿のチーム式のパーソナルをtoC向けの事業として展開しております。

①短時間で成果を出す！HIIT（高強度インターバル）型パーソナル
②無理なく続けられる！生活導線に紐づいたカウンセリング
③ゆるい繋がりを提供するコミュニティフィットネス

３つの特徴から、忙しい経営者・ビジネスパーソンでも続けられる仕組みを作りました。

現在、ご連絡をいただいた方は1週間の無料体験＆カウンセリングを実施中です！

＜toB事業＞

（30人以上の法人様限定）「オフィスに行きたくなる」エクササイズ＆ミートアップ

法人様に対して、30名以上の中小企業や資金調達で急速に加速するスタートアップに向けて、
「15分で」ほぐして鍛えて瞑想で整う、「運動×コーヒーブレイク」の場を担うチームビルディングを提供しております。

組織内のWell-beingを包括的に鍛えるオフィスに特化した、いわば「移動式ジム」です。

組織や市町村のWell-beingを高めるために大企業・スタートアップ・中小企業、多岐に渡って3,000名以上に提供し、
さらなる改善をすべく、トヨタ,woven cityやクロネコヤマトにて、オフィス空間・ビル・街中を丸ごとフィットネス空間に見立てた、
実証実験も進行中です。

経営者様の「リモートワークで人が集まりにくくなった」というお悩みをぜひお聞かせください。

現在、渋谷・恵比寿数社限定で試験価格で実証実験に付き合っていただける法人様を募集中です。
",,
株式会社フリップデスク,,https://flipdesk.jp/,,〒107-6035 東京都港区赤坂1-12-32 アーク森ビル35階,,https://materialdigital.jp/contact/,経岩宗高,,プロダクト,E：未接触,未契約,WEB接客ツール「Flipdesk」の提供を通じた、マーケティング支援事業,,
パークス株式会社,,https://parks.co.jp/,,〒150-0002 東京都渋谷区渋谷1-1-3 アミーホール3F,contact@parks.co.jp,,経岩宗高,,プロダクト,E：未接触,未契約,"・Web制作・アプリケーション開発
・参加型スマホサービス「Livecanvas」の開発・運営",,
株式会社プロフィナンス,,https://www.profinanss.com/,,東京都港区浜松町1-27-17 三和ビル4F,,,経岩宗高,,プロダクト,E：未接触,未契約,"・ファイナンスデザインツール「ProfinanSS」の開発及び提供
・戦略/M&A/新規事業に関するコンサルティング
・各種企業研修の実施",,
株式会社コアソフト,,https://www.coresoft-net.co.jp/,03-5825-8575,〒111-0053 東京都台東区浅草橋 5-2-3　鈴和ビル 6F,,,経岩宗高,,開発（プロダクト）,E：未接触,未契約,"・東京と広島の２拠点でシステム開発、ホームページ制作、アプリ開発などを行っています。
・システム開発による業務効率化・コスト削減・売上アップなど、お客様の課題を解決します。",,
株式会社テクノデジタル,,https://www.tcdigital.jp/,,〒107-0062 東京都港区南青山7-1-5 コラム南青山5F,,https://www.tcdigital.jp/contact/,経岩宗高,,開発（プロダクト）,E：未接触,未契約,"「お客様のデジタルビジネスの成功」
をミッションに当社にてワンストップでデジタルビジネスを成功に導きます。
【事業内容】
システム／アプリ企画・コンサルティング
BtoC向けWebサイト／スマートフォンアプリ開発
スマートフォン・タブレット向けアプリ開発
クラウドサーバー構築・運用
システムおよびサービスの運用保守サービス
クリエイティブデザイン・UIUXの設計
ECコンサルティング／集客支援
デジタルマーケティング／SNS広告運用支援",,
株式会社システムモーメンツ,,http://www.moments.co.jp/,03-6804-5430,〒150-0031 東京都渋谷区桜丘町 29-33-308,,https://www.moments.co.jp/contact/,経岩宗高,,開発,E：未接触,未契約,"システムコンサルティング業務
システム開発業務
システム技術運用支援業務
各種コンピュータ及び周辺機器導入、販売
上記に関連する一切の業務",,
株式会社アーキテクトコア,,https://ac.ksj.co.jp/,03-5405-8520,〒105-0001 東京都港区虎ノ門三丁目18番19号 UD神谷町ビル 7階,,https://www.architectcore.co.jp/inquiry/,経岩宗高,,開発（エージェント）,E：未接触,未契約,IT人材アウトソーシング事業,,
株式会社イングリウッド,,https://inglewood.co.jp/company,03-6455-1161,〒150-0043 東京都渋谷区道玄坂1-21-1 渋谷ソラスタ 13F,,https://inglewood.co.jp/contact,経岩宗高,,Sier・コンサル,E：未接触,未契約,"※日本経済新聞社発表 2022年NEXTユニコーン3年連続選出。
https://www.nikkei.com/telling/DGXZTS00002980U2A121C2000000/

「OMOにより商品とユーザーの関係をデジタルで滑らかにする」をビジョンに掲げるイングリウッド。2005年にアメリカからの輸入品を自社ECサイトで販売することからスタートし、18期連続増収増益。

その経験やノウハウを活かし、小売企業やメーカーを中心に、大手ナショナルクライアントから年商20億円以上のD2C・通販事業様のDX支援を多数手掛ける。また、経営資源の肝となるHR支援として、IT・マーケティングに強い人材紹介や教育支援事業にも力を入れております。

■BtoB事業
・小売DX
https://inglewood.co.jp/business

・KOURY(Saas)
https://service.koury.jp/

・シンアド(人材紹介)
https://syn-ad.com/2024/

■BtoC事業 
・三ツ星ファーム(食品)
https://mitsuboshifarm.jp/ 

・Aknir(モデル梨花さんヘアケアブランド) 
https://aknir.jp/ 

・Fillerina(化粧品) 
https://fillerina.jp/ 

・スニークオンライン(アパレル等) 
https://www.rakuten.ne.jp/gold/sneak/ 

",,
株式会社CAXIS,,https://www.caxis.co.jp/,03-6453-9699,〒105-0014 東京都港区芝3-15-13YODAビル4F,info@caxis.co.jp,https://www.caxis.co.jp/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,経岩宗高,,開発（エージェント）,E：未接触,未契約,"主な事業
・システム開発事業
・コンサルティング事業
・SES事業
・先端技術開発事業
・人材コンサルティング事業
・広報PR事業
・リユース事業
・ノベルティグッズ販売
・コミュニティ運営
・CVC　カンパニーベンチャーキャピタル
・インターン事業
・営業コンサル

自己紹介
早稲田大学卒業後、株式会社光通信で営業業務に従事。マネージャーとして20人ほどの組織を指導し全国一位の成績をたたき出した。その後株式会社BtoBホールディングスに創業メンバーとして参画。最大100名の組織を作る。その後は組織論を活かしベクトルに参加。その後出品センターの管理および人材育成を担当している。

現在は一般社団法人日本ベンチャーカンファレンスの代表補佐として、東京ベンチャーカンファレンスの運営およびコミュニティ運営を担当している。株式会社Global　Business　Partners　代表取締役　グッズトレードジャパン株式会社　代表取締役　株式会社R2D　代表取締役　株式会社ヒューマングロース CEO　株式会社CAXIS　取締役　株式会社ビーフィールド　取締役　株式会社ムサシキャピタル　取締役　株式会社Andbag 取締役",,
アセットガーディアン株式会社,,https://www.asset-guardian.co.jp/,03-5540-8619,〒104-0032 東京都中央区八丁堀1-11-12　キューブワン八丁堀2階,,https://www.asset-guardian.co.jp/form/contact,経岩宗高,,プロダクト,E：未接触,未契約,"■■■　福利厚生「myFPサービス」　■■■
ファイナンシャルプランナーを福利厚生として導入頂けるサービスを展開しています。

案内動画
https://youtu.be/zj-o4mVS29k

■■■　特徴　■■■
今回のサービスは、システム利用料などすべて無償にてご利用いただけるので
パートや契約社員の方もご利用頂け、同一賃金同一労働のいった
働き方改革への取組みにもなります。


■■■　myFPが喜ばれている社会的背景　■■■
人生１００年時代や、老後２０００万円問題と
長生きや将来への不安が大きく取り沙汰されています。

また高校の家庭科でも、金融教育が始まり
お金に対しての意識や取組みが高まってきています。

そんな漠然としたお金にたいする不安に
企業として従業員の方へお応え頂けます！！


◆◆担当者より◆◆
福利厚生を充実したい、社内研修の一環として金融セミナーなど実施したい、など
お考えの企業様にとっては、とてもおススメなので、是非お声がけください(^^♪",,
